"Num";"Pi";"Es";"Azim_gr";"Pen_gr";"Dia_cm";"DistS_m";"Haut_m";"Etat";"Aspect";"Rem"
81;"p4";"FASY";273;-8.85512266035707;22.7;2.49;15.1;1;0;""
82;"p4";"PIAB";320;-26.9197170199491;8.2;2.16;5.9;1;0;""
83;"p4";"ABAL";293.5;-21.4333846879875;47.4;5.69;24.2;1;0;""
84;"p4";"ABAL";348;-27.9705828050335;34.7;7.38;19.9;1;0;""
85;"p4";"ABAL";335;-29.5167235300867;9.9;8.78;6.9;1;0;""
86;"p4";"ABAL";345;-28.4900064714503;10.3;9.57;8.5;1;0;""
87;"p4";"FASY";317;-29.0053933434437;12.6;11.34;9.5;1;0;""
88;"p4";"ABAL";310;-30.0239795457523;10.8;12.99;11.9;1;0;""
89;"p4";"ABAL";307;-29.5167235300867;9.2;13.87;8.7;1;0;""
90;"p4";"FASY";306;-29.5167235300867;13.5;15.72;13;1;0;"fou"
91;"p4";"ABAL";294;-27.9705828050335;7.9;14.14;5;1;1;"pe"
92;"p4";"ABAL";296;-27.9705828050335;10.5;13.14;9.6;1;0;""
93;"p4";"FASY";298;-27.9705828050335;9.2;10.51;2.1;4;0;"sec"
94;"p4";"ABAL";284;-25.3137841449797;17.3;11.42;15;1;0;""
95;"p4";"ABAL";276;-23.1186566807902;8.7;10.53;6.8;1;0;""
96;"p4";"ABAL";277;-22.5605263444005;11.4;12.53;9.7;1;0;""
97;"p4";"ABAL";272;-21.4333846879875;25.4;15.5;18.8;1;0;""
98;"p4";"ABAL";262;-18.5547158155485;10.3;15.1;10.8;1;0;""
99;"p4";"ABAL";260;-17.380273841343;7.6;12.82;6.9;1;0;""
100;"p4";"ABAL";247;-11.9532967648778;17.7;12.23;13.9;1;0;""
101;"p4";"ABAL";242;-9.47862845549793;17.8;10.23;14.3;1;0;""
102;"p4";"ABAL";242;-10.1003076898026;29;12.1;23;1;0;""
103;"p4";"ABAL";233.5;-5.7141828420936;9.9;12.17;9.1;4;0;"sec"
104;"p4";"ABAL";216;4.44908104523265;36.6;7;16.9;1;0;""
105;"p4";"PIAB";251;-10.7200503512202;14.6;3.99;5.8;2;0;"cc"
106;"p4";"ACPS";196;13.7860205860008;16.2;4.563;21;1;0;""
107;"p4";"ACPS";203;13.7860205860008;24.8;4.58;22;1;0;""
108;"p4";"ACPS";203;13.7860205860008;11.6;5.01;12.8;1;0;""
109;"p4";"ACPS";199;14.3919605704172;8.9;4.88;6.7;4;0;"mort"
110;"p4";"ACPS";203;13.7860205860008;10.9;5.32;11.7;1;0;""
111;"p4";"ACPS";201;13.1775323566089;27.4;5.4;18.8;1;0;""
112;"p4";"FASY";177;21.9987515050277;28.5;4.37;22.5;1;0;""
113;"p4";"FASY";176;23.1186566807902;8.4;4.22;8.8;1;0;""
114;"p4";"ABAL";133;30.0239795457523;14.8;4.88;8.7;1;0;""
115;"p4";"FASY";155;26.9197170199491;21;6.4;20.6;1;0;""
116;"p4";"FASY";195;12.5665916378002;10.9;8.3;15.1;1;0;""
117;"p4";"FASY";193;14.3919605704172;7.8;8.82;3.6;4;0;"mort"
118;"p4";"PIAB";217;2.54512226959837;7.5;11.84;6.3;1;0;""
119;"p4";"FASY";218;2.54512226959837;19.9;12.58;17.5;1;0;""
120;"p4";"PIAB";209;6.34510348611071;32.5;14.7;21.2;1;0;""
121;"p4";"FASY";189;13.7860205860008;16.5;13.82;9.9;1;1;"pe"
122;"p4";"FASY";186;15.5958260754739;21;13.75;16;1;0;""
123;"p4";"FASY";177.5;18.5547158155485;18.4;11.11;19.5;1;0;""
124;"p4";"ABAL";170;20.8644813582728;10.2;13.71;9.9;1;0;""
125;"p4";"PIAB";161;23.6730929086986;33;12.58;22.1;1;0;""
126;"p4";"FASY";150;25.3137841449797;7.6;12.82;10.41;1;0;""
127;"p4";"PIAB";141;27.4471446975237;33.4;12.71;22.2;1;0;""
128;"p4";"ABAL";138;27.9705828050335;10;12.62;9.7;1;0;""
129;"p4";"ABAL";137.5;28.4900064714503;8.7;10.01;6.7;1;0;""
130;"p4";"FASY";160;24.2237883181687;11.6;9.47;15.6;1;0;""
131;"p4";"PIAB";79;23.6730929086986;35.1;3.46;25.3;1;0;""
132;"p4";"FASY";97.5;27.4471446975237;15.8;8.72;14.5;1;0;""
133;"p4";"ABAL";117;28.4900064714503;19.5;11.31;14;1;0;""
134;"p4";"PIAB";107;27.9705828050335;34.7;13.87;21;1;0;""
135;"p4";"FASY";102;27.9705828050335;12.2;14.07;13.6;1;0;""
136;"p4";"PIAB";94;26.9197170199491;36.9;14.799;23.9;1;0;""
137;"p4";"PIAB";87;24.2237883181687;25.9;13.4;17.4;1;0;""
138;"p4";"ABAL";92;25.3137841449797;10.2;12.82;7.9;1;0;""
139;"p4";"ABAL";79;22.5605263444005;34;15.55;22;1;0;""
140;"p4";"FASY";68;19.4271414702452;13.5;15.6;15.5;1;0;""
141;"p4";"ABAL";63;16.7884168026005;22.5;14.09;18.9;1;0;""
142;"p4";"FASY";62;16.1935735533764;7.6;13.23;10.9;1;0;""
143;"p4";"ABAL";58;14.9952592008842;8.7;12.88;6.7;1;0;""
144;"p4";"PIAB";56;15.5958260754739;32.2;14.52;21.2;1;0;""
145;"p4";"FASY";67;18.5547158155485;19.1;9.68;15.2;1;0;""
146;"p4";"ABAL";73;20.8644813582728;10;8.98;6.7;2;0;"cc"
147;"p4";"FASY";26.5;2.54512226959837;24.6;4.52;18.8;1;0;""
148;"p4";"FASY";25;1.27306982019456;14.3;4.77;12.8;1;0;""
149;"p4";"ABAL";40;6.34510348611071;8;6.97;7.3;1;0;""
150;"p4";"FASY";40;6.34510348611071;8;8.33;14.7;1;0;""
151;"p4";"ABAL";33;4.44908104523265;50.8;9.5;26.4;1;0;""
152;"p4";"ABAL";34;3.81514484716725;13.7;10.88;6.6;1;0;""
153;"p4";"ABAL";35;3.81514484716725;25.4;13;20;1;0;""
154;"p4";"PIAB";29;0.636598552981651;9;14.82;7.1;1;0;""
155;"p4";"ABAL";22;-2.54512226959837;34.2;13.44;21.4;1;0;""
156;"p4";"ABAL";6;-10.1003076898026;35.6;13.67;20.5;1;0;""
157;"p4";"ABAL";3;-13.1775323566089;7.9;13.22;2.8;4;0;"mort"
158;"p4";"FASY";6;-10.7200503512202;20.8;11.01;16.8;1;0;""
159;"p4";"ABAL";393;-15.5958260754739;12.3;12.83;13.5;1;0;""
160;"p4";"ABAL";389;-17.9690655730917;14.9;12.02;10.4;1;0;""
161;"p4";"PIAB";375;-22.5605263444005;32;14.36;19;1;0;""
162;"p4";"PIAB";378;-21.4333846879875;9.7;15.5;5;1;0;""
163;"p4";"PIAB";365;-25.8530053445077;13.5;14.419;10.4;2;0;"cc"
164;"p4";"ABAL";363;-26.1211558046583;29.7;15.6;19.1;1;0;""
165;"p4";"FASY";369;-24.2237883181687;17.9;9.28;14.9;1;0;""
166;"p4";"ABAL";389;-16.7884168026005;35.7;6.05;21.7;1;0;""
2229;"p4";"ABAL";6;-11;;14.52;;;;"ajout2022"
2230;"p4";"PIAB";143;27;;13.35;;;;"ajout2022"
2231;"p4";"ABAL";151;26;;11.26;;;;"ajout2022"
2232;"p4";"ABAL";153;27;;9.52;;;;"ajout2022"
2233;"p4";"ABAL";174;25;;4.27;;;;"ajout2022"
2234;"p4";"ABAL";18;-4;;2.32;;;;"ajout2022"
2235;"p4";"ABAL";289;-24;;8.66;;;;"ajout2022"
